epoch,train_loss,steps,train_time_s,sec_per_step,img_per_s,est_epoch_min,peak_mem_gib,val_time_s,val_loss,mean_auroc,mean_auprc,mean_bal_acc,lr_head_mean,lr_backbone_mean,epoch_time_s
0,0.4010100031852722,1250,637.3271551132202,0.5078961849212646,63.00500171104991,10.581170519193014,4.565037250518799,18.600358963012695,0.30607619881629944,0.7911443738921277,0.3954165203179261,0.6320701610731354,0.0004760931371488622,9.521862742977239e-06,655.9866619110107
