epoch,train_loss,steps,train_time_s,sec_per_step,img_per_s,est_epoch_min,peak_mem_gib,val_time_s,val_loss,mean_auroc,mean_auprc,mean_bal_acc,lr_head_mean,lr_backbone_mean,epoch_time_s
0,0.8295916347350728,4786,2446.035135984421,0.5107202529907227,62.65661056637456,40.738452180226645,4.575754165649414,69.07915592193604,0.7694406509399414,0.8129787059238295,0.42217473195647676,0.7327121288508458,0.0004753402800618762,9.506805601237561e-06,2515.1877148151398
