epoch,train_loss,steps,train_time_s,sec_per_step,img_per_s,est_epoch_min,peak_mem_gib,val_time_s,val_loss,mean_auroc,mean_auprc,mean_bal_acc,lr_head_mean,lr_backbone_mean,epoch_time_s
0,0.8207193411609591,4786,2445.4756824970245,0.5105471611022949,62.677853170137155,40.72464521725973,4.565037727355957,68.9495279788971,0.7650597095489502,0.8154657768779315,0.42514362923480525,0.7338487562529357,0.0004753402800618762,9.506805601237561e-06,2514.49196434021
