epoch,train_loss,steps,train_time_s,sec_per_step,img_per_s,est_epoch_min,peak_mem_gib,val_time_s,val_loss,mean_auroc,mean_auprc,mean_bal_acc,lr_head_mean,lr_backbone_mean,epoch_time_s
0,0.40402426571846006,1250,640.0779857635498,0.5103423595428467,62.703005936377465,10.632132490475973,4.565037250518799,18.65311551094055,0.3062492311000824,0.7933090243488997,0.4006721996801787,0.6336970929592947,0.0004760931371488622,9.521862742977239e-06,658.789990901947
