epoch,train_loss,steps,train_time_s,sec_per_step,img_per_s,est_epoch_min,peak_mem_gib,val_time_s,val_loss,mean_auroc,mean_auprc,mean_bal_acc,lr_head_mean,lr_backbone_mean,epoch_time_s
0,0.49933637499809264,50,28.05429697036743,0.507990837097168,62.99326220696983,10.583142439524332,4.565037250518799,18.67983865737915,0.3543732464313507,0.6733051411509106,0.2790480844778682,0.5460963443953154,0.0005000000000000001,1.0000000000000006e-05,47.058369159698486
